,Review_text,Nouns
9002,"Its a very good phone or i should say its the best that i have used till now
Its a very good choice
And the build quality is brilliant
I love this phone","choice,quality,phone,build"
9003,"Phone is getting hanged frequently, touch is not working properly... No one to contact... Struggling to find asolution","phone,touch,asolution,one"
9004,Wonderful,
9005,I am not satisfied with the product sound is not good working is not proper plz replace my phone,"phone,work,sound,product"
9006,Good phone with latest features.,"phone,feature"
9007,Not worth it. Updates removes existing features. So ultimately it means buy an upgraded phone that OnePlus launches 6 months or probably every year.,"oneplu,phone,year,month,update,feature"
9008,Class apart,cla
9009,One plus is the best.,plu
9010,"It's as good as previous one plus mobiles. Flaw less Performance, very good cameras ( but like one plus 5 cameras- hope we will get updates for camera soon). Got the new OS updated (P). Just go for it.","mobile,performance,hope,camera,update"
9011,Super,
9012,Best phone in this prise,"phone,prise"
9013,Compare to other phones this is good one,phone
9014,Calling problem nd apps not responding problm,"problm,problem,app"
9015,Good,
9016,"Using it now since 6 months, no complain till now.","month,complain"
9017,Fastest phone in this segment. However a metal body would have been better. Received the Pie update few days ago. Overall good performance so far.,"segment,performance,phone,day,metal,body,pie"
9018,I Loved OnePlus.,oneplu
9019,Picture quality could have been improved,"picture,quality"
9020,Awesome phone... Now waiting for oneplus 6T,"oneplu,phone"
9021,I have used lot of brands but one plus definitely stands out.,"lot,brand"
9022,Best phone under 50k.,phone
9023,Very best mobile... The clarity of pic is very good,"clarity,pic"
9024,Osm,osm
9025,one of the best smart phone.....,phone
9026,overall good product. baattery and aound could be improved. picture quality is good. not extraordinary.,"quality,picture,baattery,aound,product"
9027,It is good,
9028,"I got the phone on 17th of Sept 2018 with an exchange for my Microsoft Lumia 640xl. I got 2.6k for my old phone thanks to Amazon for it's extra 2k exchange offer. After the use of phone I like to say it's sound quality is good not exceptional. Because of it processor ram and storage under it's hood make this phone a beast. OnePlus 6t is rolling out if I had waited for a month I would have bought that. Still comapred with 6t what I feel is 6t doesn't have drastic upgrades. It's a OnePlus 6 with in screen finger print scaner. I missed that sandstom phone case offer while buying now am regrating for that.
Rest all is freaking awesome in the phone.","quality,rest,print,exchange,finger,sandstom,storage,hood,case,thank,phone,month,use,sound,upgrade,offer,beast,ram,screen,scaner,oneplu,processor,lumia"
9029,Very nice,
9030,"The battery life is killer, the camera is good,the sound is super awesome, the phone build feels premium, the phone has no lags whaysoever even after the Android 9 update, the alarm volume can wake up a dead body lol kidding ..all in all phone is awesome","android,lag,killer,alarm,phone,whaysoever,premium,battery,build,body,camera,sound,volume,update,life"
9031,Best phone👍,phone
9032,Great product.,product
9033,"As the tag line say the speed you need, yes one of the best smartphone available in the market, awesome performance there are few cons but still can be ignored, the dash charger adds to it, battery life is also very good over all it's an excellent device to have","spee,performance,charger,smartphone,tag,line,battery,dash,con,life,device,market"
9034,"OnePlus 6 is the best Smartphone available at the Price at Rs. 34,999 which is very agressive & Best Price.
I just bought before a month & from then I am Using it & my Experience is very Nice.
You will be loving the Phone after You Start using this Smartphone.
OnePlus is the Best Brand available for Flagship Smartphones.
I Love using OnePlus products. My user experience is very Good With This Smartphone.
It Offers alot in this Price Range than other Smartphone Companies.
Its Specifications & Features provides me the Best Experience.
Its good as it is said 'The Speed You Need'
Its Snapdragon Qualcom 845 Processor Chipset gives me best experience in multitasking & gaming.
And the company gives updates also fast which is again very good for the Smartphone Users.
Its Midnight Black colour is very good in looks. It gives me A Premium Look in Hands.
I just wished for the more battery capacity. It has 3300 mah battery.  But still it gives the full one day usage to Me.","spee,alot,colour,flagship,chipset,feature,phone,midnight,experience,look,qualcom,month,range,capacity,good,update,game,product,smartphone,mah,battery,user,usage,oneplu,company,multitaske,hand,price,processor,snapdragon,day,brand,specification"
9035,"Its only been two months since i bought this phone, and my phone's loudspeaker while making calls have already stopped working. As much as people are giving great feedback about this phone, i am a little surprised and dont know what to do because its a brand new phone","call,phone,loudspeaker,feedback,person,month,brand"
9036,Amazing,
9037,Value for money phone... it's kinda perfect,"value,money,phone"
9038,Best of the best,
9039,Best in the business...I love it...,busine
9040,Worthy mobile,mobile
9041,"Thus, OnePlus has made a kind of ""Android iPhone"" which i mean the Android phone with no lags, hanging and even more speed.. OnePlus community fans might expect lot more in the future models i hope they never disappoint us.. 5/5 for this now! With Great Battery Backup it charges within 1:15mins and discharges very slowly that's what slow thing this phone has","spee,lag,oneplu,phone,lot,battery,fan,discharge,kind,backup,the,community,iphone,model"
9042,"Its definitely not what is promises. Shifting from iPhone, I had high expectations from the phone but it turned out to be totally a cheap Chinese phone. There are Basic call quality issues like When you are on phone with person A and person B calls up (whose call lands into waiting), suddenly person A will stop hearing whatever you say. You will need to disconnect and call back person A to talk.
Camera hangs and apps open up automatically when you are on call. The notification center is buggy and camera button on lock screen doesn't work smoothly.
If you are shifting from an iPhone, where your are used to excellent quality and performance but avoid this phone","performance,call,quality,phone,expectation,promise,screen,back,issue,person,center,land,camera,notification,lock,iphone,button,hang,app"
9043,Awesome,
9044,It hangs a lot..,lot
9045,Nice mobile,mobile
9046,value for money product by oneplus its varry smooth and oneplus oxygen os was great,"value,oneplu,oxygen,varry,money,product"
9047,The product was bought on 14 Sep and today the phone has lost all its colours..,"phone,colour,today,sep,product"
9048,Worth It.,
9049,Really A Beast Phone.Would Have loved it even more if the battery size was more...,"beast,size,battery"
9050,Just awesome!,
9051,High End smart phone. value for your har earned money. Only for heavy end smartphone user.,"end,value,phone,smartphone,user,money,har"
9052,"Display.  5/5
Sound  3.5/5
Battery  4/5
Charging.  5/5
Design.  4.5/5
OS.  5/5
Performance 5/5","performance,charge,battery,sound,display,design"
9053,Amazing phone! Value for money.,"value,money,phone"
9054,"Greatest phone man..it is like a power house.everything perfect in this phone.
Pie update recieved.","phone,power,update,pie,man"
9055,The best until 6t comes out,
9056,"It is totally defective piece.  Volume button is not working.  It is useless.  Moreover, it hasn't to be replaced yet for doing so many complaints","piece,button,complaint,volume"
9057,Good,
9058,Away from all nothing to say 😍,nothe
9059,The phone is great .. no complaints .. excellent graphics amazing camera and descent battery life .. my problem is with the charger as the input is 220-240 volts .. almost all chargera of all phones are 100-240 volts .. so when I travel abroad I have to take another phone or buy another charger .. that is just lame...,"descent,charger,complaint,phone,chargera,battery,volt,camera,problem,graphic,input,life"
9060,beast,beast
9061,"Nice phone, what else do I need to say for this ?",phone
9062,Amazing face unlock,"face,unlock"
9063,Best ever phone,phone
9064,Satisfied,
9065,good product,product
9066,U gonaa get addicted once u get,gonaa
9067,"Pros - Dash charging, camera quality and performance.
Cons- Battery capacity is not huge","performance,quality,pro,charge,battery,capacity,camera,dash"
9068,Amazing phone overall,phone
9069,"Nice phone it is undoubtedly.and for the first time I satisfied with this smart phone I have ever used.about camera I expect little more then it as per it's pric range, but it is ok.m satisfied.","range,camera,phone,time"
9070,"Mobile is absolutely fantastic. Meets all the expectations of the user like agility, camera / picture / display quality, with the ample amount of RAM it handles parallel application processing & accessibility with ease and most important of all, the optimum price at which all the above mentioned features are provided to the user.
Happy to recommend the mobile to everyone 🙂","mobile,proces,quality,accessibility,expectation,picture,agility,amount,price,application,user,ease,everyone,ram,camera,display,feature"
9071,Good phone,phone
9072,👌👌👌,
9073,Supper mobile,"mobile,supper"
9074,No phone can be like this .Fast speed long battery life ..camera is just amazing 💗,"spee,phone,battery,camera,life"
9075,"Sound quality was not up to mark..and also capture is very poor while capturing moving persons and objectives.
Earlier I used to capture same like with my iPhone 5s , that was very good quality.. I was not satisfied with this phone while using Music players, camera, etc..","objective,quality,music,phone,player,person,camera,sound,iphone,capture"
9076,Best phone with good features in this price,"phone,price,feature"
9077,Very nice phone,phone
9078,Excellent...,
9079,Oxygen OS is best in performance and all ...SD 845 is superfast ... Amazing phone.,"performance,oxygen,phone"
9080,Super I like one plus,
9081,I have betry problem,"betry,problem"
9082,One of the phone in the world I love it,"phone,world"
9083,Best phone,phone
9084,May be a little heavier,
9085,"This is amazing handset with almost
all the latest features and updates.
A must buy, i would say !! Cheers","cheer,handset,feature,update"
9086,Amazing pic quality. Overall good mobile.,"mobile,quality"
9087,"This phone is definitely worth the price. Do not compare it with Oppo/Vivo/Xiaomi. Belongs to a different class. Battery is immortal. I charge it in the morning, takes 30 mins or so to 100% and gives me a full day heavy usage with it. Though memory is low as of 64gb but then you can carry a 64/128 gigs of type c otg pen drive.","phone,oppo,memory,morne,price,battery,pen,cla,day,drive,min,type,xiaomi,gig,usage,vivo"
9088,I am used in 2 months the phone is too good,"month,phone"
9089,"I have compared it with one plus 5T, there is no difference other than the processor. The camera quality is not developed than one plus 5t. It disappoints me a lot. Overall quality and design of the phone is very impressivel.","quality,phone,lot,processor,difference,camera,design"
9090,I am a One+ fan and am addicted to it because it's simple too good.,fan
9091,I have made a right decision to switch to OnePlus6 from iPhone 6S. OnePlus6 has much better speed and performance as compared to iPhone 6S. With Android Pie you can experience New Pie UI,"spee,performance,decision,iphone,pie"
9092,Ultimate phone ever got,phone
9093,"A great design, great performance. Smooth Ui I've ever seen.
I disliked the no memory card option, secondary camera is just only for depth sensing. 20mp for that is too much wastage.
Great delivery from Amazon.","wastage,performance,card,sense,memory,delivery,camera,amazon,option,design,depth"
9094,"Yes, amazon took too long time to deliver product which wasfrustrating. But mobile is awesome. Battery life is amazing.","mobile,battery,time,wasfrustrat,life,product"
9095,"Poor quality, chinese product. The screen conked off within one and half year that too without any fall or physical damage. really sad. Not expected from a premium phone.","quality,phone,year,fall,damage,screen,product"
9096,Nice...,
9097,Nice phone,phone
9098,Awesome phone... Everything is just wowww...,"everythe,phone,wowww"
9099,I like the camera in this ope plus 6 . It gives high quality pictures and portrait mode is epic,"quality,mode,picture,ope,portrait,camera"
9100,Everything is working perfectly as expected.,everythe
9101,Battery charging speed very fast ....,"spee,battery"
9102,"Expecting something better
Little disappointed",someth
9103,Good,
9104,Great phone,phone
9105,Nice,
9106,Happy to buy this mobile,mobile
9107,Its ok,
9108,World's worst phone 20 days since using. Phone automatically stuck on headphone mode now.. worst phone.. never purchase one plus devices.. just fancy amitabh ads.. company's sucks to the core..,"headphone,phone,suck,world,mode,company,core,day,devic,amitabh"
9109,"Wow, this phone is Fast!!! Awesome performance overall.
Pros: 1. It's buttery smooth and super fast.
2. Looks very sophisticated.
3. Comes with factory fitted screen protector and a nice clear case.
4. Android Pie has made it even faster!
5. Very good camera.
Cons:
1. Loudspeaker sound is ordinary, no stereo speakers.
2. It has glass body, that makes it more fragile.
3. No official IP rating and no wireless charging.","performance,case,gla,protector,phone,loudspeaker,pro,stereo,charge,body,rat,overall,camera,factory,con,sound,pie,speaker,screen"
9110,Awesome,
9111,The speed you need,spee
9112,"Good battery Not bad
vidarbha24news
Amravati News Vidarbha News
Maharashtra News","maharashtra,battery,vidarbha,amravati,new"
9113,Awesome phone,phone
9114,Enjoying the experience of this mobile,"mobile,experience"
9115,Wow ! Excellent !,
9116,There is no stereo sound which is disheartening. Expected on screen finger print sensor.,"stereo,print,finger,sensor,sound,screen"
9117,Worth taking Phone,phone
9118,Very good phone,phone
9119,OnePlus 6T waiting,"oneplu,wait"
9120,"Got Gorgeous OnePlus 6 RED week before. I'm pretty impressed with its slimmer and gorgeous design.
It's really so beautiful. I have used many Android smartphones in past like HTC, Lenovo, moto, and most of them Samsung but from now I'm oneplus fan because of its sexy look, cool design, awesome display, extra ordinary camera and great performance speed.🤟
It's really so fast like 'speed you need' and best value for money.
I have couple of suggestions for oneplus.
1) Improve camera provide stickers and filters options. Animoji will be great if you can include that.
2) I know oxygen Os is itself awesome and well customized but it'll be great if you add your own OnePlus theme store like HTC and Samsung where users can customize their smartphone with more themes and wallpapers.
If you can provide these updates then I'm sure most of Samsung and other smartphone users will not gonna stop themselves to being OnePlus family :)
I hope you'll consider my opinions.
Thanks","spee,oxygen,suggestion,sticker,lenovo,week,performance,thank,family,look,opinion,wallpaper,camera,update,option,money,couple,value,smartphone,user,moto,display,store,design,past,oneplu,fan,theme,provide"
9121,Amazing phone,phone
9122,Over all good,
9123,"I bought this phone from OnePlus.net, I have used OP3T & OP5T and now I am using OP6. I have no words to say, this phone have everything latest fast it is too good!! Don't wait Buy It..!!!","word,everythe,phone"
9124,Poor battery life.,"battery,life"
9125,overall a Great phone  with oxygen os experience ;the low light photography is the best part  i am happy with the looks and amazon thank u for such faster delivery,"phone,part,photography,delivery,look,experience,oxygen"
9126,"Using More than a month, the best device I've ever used.
Value for money, and like what they say This is the Speed I need
Photo quality: you can see on my insta account user name- seedhesaadeyakshay
A bit disappointed with speakers but not a problem because everything else is just perfect.","bite,value,everythe,spee,quality,insta,account,user,month,problem,money,photo,speaker,device"
9127,I wish the battery life was a little longer,"battery,life"
9128,Best,
9129,"Fast processing & charging speed with nice picture quality, sound & battery quality is Ok.","spee,proces,quality,picture,battery,sound"
9130,"I’m using it almost 4 month
I having no problem yet
I totally recommend this phone","month,problem,phone"
9131,<b>Amazing product <\b>,product
9132,"Good one , satisfied with the price and quality","price,quality"
9133,"this device is just awesome.
one plus is one of the best brand.
real very happy to have one plus 6.","plu,brand,device"
9134,I like the most is its look and also the camera of the phone is pretty good..and it's a good product to buy....,"look,camera,phone,product"
9135,Everyone should have this phone,"everyone,phone"
9136,Got what I expected.,
9137,Purchased it for my mother. She is thrilled. Her first smart phone. One plus because all of us are fans of One plus... The features beat even the best phones. Pic qualities are awesome even at night...,"mother,phone,plu,qualiti,fan,night,feature"
9138,like the product,product
9139,Picture quality is medium,"picture,quality"
9140,This phone is okay okay....speed is okay but sometimes it hangs and get heated too. Price is higher as you get same features in 15 k phone from similar brand,"spee,phone,price,brand,feature"
9141,Features are good,feature
9142,"Amazing flagship phone by OnePlus. Truly a flagship killer and amazing mobile experience. Super amoled display, flagship processor sd 845, dash charger and oxygen os are the main highlight of this phone. Got this at 30k after exchange , discount on my HTC. If u want a all-rounder then go for it. And lastly the camera quality of both front and back camera is also awesome.👌👌","charger,rounder,killer,quality,phone,oneplu,flagship,processor,experience,exchange,highlight,back,htc,oxygen,camera,front,display,dash"
9143,It's really a snappy phone for our generation,"generation,phone"
9144,Picture quality is fantastic but the sound is not so good as expected overall it is the best Android phone in the market,"quality,phone,picture,overall,sound,market"
9145,No words are there to express how good the phone..the feel to hold such a beauty is exceptional..though i found the battery life not so good but dash charge is there..camera at night requires lot of precision to click pics..screen diplay and sound is one of the best..save ur money and but this rather than the 90k phone,"phone,feel,pic,beauty,lot,battery,dash,charge,life,night,precision,camera,word,sound,diplay,money,screen"
9146,Best flagship but a tad costlier now.,"flagship,tad,costlier"
9147,It's decent. The speed is to die for.,spee
9148,Wonderful mobile.,mobile
9149,"I like it camera, and Speed","spee,camera"
9150,Nice,
9151,Good phone,phone
9152,I have purchased it after hearing so much about it. Using for last three months now nd I feel this phone deserve 5 star. Superb performance and battery backup is surprisingly amazing.,"performance,phone,battery,star,month,backup"
9153,IT IS A EXCELLENT MOBILE AND IT IS ROCKING IN THE MARKET,"mobile,market"
9154,"After Pie Update Battery Life decreased.
Camera Performace is good. But Only issue is Front camera have Fixed Focus(People will get blurred in Group Slefie.)
Oneplus is gradually Increasing proce and one day they will join Samsung/Apple Club","oneplu,apple,slefie,proce,battery,life,issue,day,club,camera,front,update,pie,performace,group"
9155,Battery life so poor but picture quality it's ok,"picture,battery,life,quality"
9156,Excellent phone,phone
9157,Very good and very interested OnePlus 6,oneplu
9158,"Best phone in low price
Compared to iphone","iphone,price,phone"
9159,"Bada Maza Aaya 😂
Awesome Baba !","maza,baba,aaya"
9160,Within 15days device Android currupt.,"android,currupt,device"
9161,Awesome features...best phone.....,"phone,feature"
9162,The phone is actually pergorming like a beast. No lagging. Fast charging option is best. Camera is also good.,"lag,phone,beast,charge,camera,option"
9163,What an awesome phone... Is think the next gen will have to be damn good to beat this beast.,"gen,beast,phone"
9164,Well,
9165,Phone is outstanding! And im using this phone for past 5 months. There is no problems for this beast and its looks like a Beauty. Only one problem i noticed with this phone is sound quality of speaker its not clear . And the camera is a wonderful job.,"quality,phone,beauty,beast,look,month,camera,problem,sound,speaker,job"
9166,value for money,"value,money"
9167,I like everything about this phone but not the Bluetooth,"everythe,bluetooth,phone"
9168,"This is my second purchase after 1+(3)
Very satisfied",purchase
9169,Sound quality is little poor required stereo or Dolby sound effects,"effect,stereo,quality,sound"
9170,Battery could have been better,battery
9171,"literally it's the best phone available in the market right now........and with the price like that....so avoid going for names only......best in every aspect look, design, smoothness,slick,camera,and battery backup is great as well,with a dash charger you can charge upto 60 percent in half an hour.im using it for last 15 days and as you can see how much I'm loving it.......go for it you won't get any bad experience.....","aspect,charger,design,phone,percent,price,smoothne,look,battery,day,experience,backup,name,camera,dash,market"
9172,Superb moible..,
9173,"Best phone i have ever used.  Superfast.
Little heavy in weight but no lagging.","lag,weight,phone"
9174,It's the best phone you can ever get with all features. The camera is the best part it's just like an I phones camera. Unless you use it you will never let to know trut it.,"part,camera,phone,feature"
9175,"Superb performance lasts whole day with games music whatsapp fb and all.will last half a day with heavy games and continous usage but still best in class,camera is fantastic as compared to iphone 8 nd 8 plus gives fight to iphone x as well u wont be able to tell whats d difference,got android pie works like charm with oxygen os in short worth spending 35k on a phone.","whatsapp,performance,charm,music,phone,cla,fight,day,usage,oxygen,difference,camera,iphone,pie,game,work"
9176,"It should be two quality speakers,bokeh mode in camera . Battery should be more . I have found one scratch on the display glass means quality of gorilla glass is not good. Other wise the phone is superb, mind blowing system update is also superb. Thanks for such a good product to one plus 6 team.","mind,gla,quality,phone,gorilla,bokeh,mode,team,thank,battery,camera,display,update,system,scratch,speaker,product"
9177,automatically back screen cracked,"screen,back"
9178,I love this mobile.,mobile
9179,Very poor,
9180,Battery Life,"battery,life"
9181,Awesome phone,phone
9182,Heating and battery backup problems,"heat,battery,problem"
9183,"It's value for money but call quality is not good ,camera performance n battery is good ..","value,performance,call,quality,battery,camera,money"
9184,Love the phone! Been using it for 3 months. However if you're buying this for photography I would suggest to take the 128gb one.,"month,photography,phone"
9185,Battery not longer,battery
9186,Better than iPhone,iphone
9187,Unable to set the reminders with the alarm,"reminder,alarm"
9188,Overall a very nice device to have. I would have preferred a little smaller n handy version of it.,"version,device"
9189,"The mobile is not fully charged and it is heated a lot while charging.
Also, the phone is taking time to switch-on.","mobile,lot,phone,time"
9190,Back of mobile is made up of glass type material which is fragile.Within purchase of two days it broke inspite of cover.Now am not able to get that changed either.,"mobile,purchase,gla,inspite,back,day,type,material"
9191,good,
9192,Selfie camera quality is low,"camera,quality"
9193,"Amazing pictures quality
Sounds ok
Battery life better than iPhone","quality,picture,battery,sound,iphone,life"
9194,"Awesome Mobile,",mobile
9195,My cover ND cases ND sim ejected tool was not present . All things were disappeared,"case,tool,cover,sim,thing"
9196,"Hats off to the makers, I got the device two days ago and the performance , camera , speed and battery is awesome , I am getting 5-6hrs screen on time.","spee,performance,hat,battery,day,camera,time,screen,device,maker"
9197,"Dear Team,
The phone is getting heat up from last 5-6 days. However I used to charge the phone every morning once for 1 hour only.
But still it's screen is getting heat up.
Please look into the matter in a serious way.
Your revert will be awaited as early as possible.
Thanks.","heat,thank,team,phone,morne,hour,day,revert,way,matter,screen"
9198,Using one plus since past 3 years and love this non flagship phone i found the picture quality the best 👍💯 and m waiting for one plus 6t to come then i will shift to it from oneplus 5 to 6t just love oneplus company just one thing they should work upon their battery life a bit rest all is awesome,"bite,oneplu,quality,phone,rest,company,picture,flagship,year,battery,the,life"
9199,"Excellent phone to handle; quick and chirpy. Have been using Samsung edge 8 and earlier versions. One plus 6 can beat Samsung line up any day. Great performance for a user who need quick net surfing and, more importantly, no hang ups. I was sceptical but now a proud owner.","performance,owner,phone,line,edge,day,user,surf,version,hang"
9200,Up to the mark,mark
9201,Totally defective product received,product
9202,The best mid range bugdet smartphone you can ever get..... Best flagship according to me in India.... Both camera centric and gaming phone... Great speed with Qualcomm Snapdragon 845... Don't need to say more.. just go for it .. thank you OnePlus....,"spee,india,phone,smartphone,flagship,centric,snapdragon,range,camera,qualcomm,game"
9203,It's very good phone,phone
9204,Guys at this price its the best you can get.,"guy,price"
9205,Awesome,
9206,Awesome phone I ever used.,phone
9207,"It's amazing phone, much appreciated!!",phone
9208,Battery needs improvement as it stands 8-10 hrs of daily usage. Good to have dash charge but can't carry it everywhere so needs battery improvement.,"improvement,battery,charge,dash,usage"
9209,Good Camera,camera
9210,The one plus was not good as company says no sound quality no battery life,"quality,company,plu,battery,sound,life"
9211,I got phone on sep 29. Battery is draining from day 1. I have raised a replacement request and technician has visited and saying that 2% for 5min is a normal drain. They are not ready to replace as there is no issue with the phone. Such a poor experience with amazon,"drain,phone,request,sep,battery,experience,issue,day,amazon,technician,replacement"
9212,"Oneplus has come far down the road providing great smartphones at half the cost of what other smartphone comoanies are charging. This is my second one plus & I'm not at all disappointed by my choice after shifting from iPhone 7. So let's begin with the review. My review is based on after & before getting the Android Pie update & using it for nearly 2 month or so.
Cons
- I really hoped that oneplus should have given me IP rating for the cost they are charging. Had high hopes after coming from iPhone 7.
- Camera quality is good. But not great. Pictures turn out to be soft even I'm now running on android pie official version. It's kind of a let down for the price as even Samsung & MI phones are delievering great image quality without softing the image.
- Another let down for me is that OP6 doesn't has stereo sound. I don't want to say that sound quality is bad; infact it's great but having dual speakers could have been great! (Helps me to watch late night movies over phone)
- Okay! So this one is personal. I really don't know how to set keyboard shortcuts. But I would really like OP to provide us keyboard shortcuts in their own launcher. Like in iPhone I could quickly type in a shortcut as fb & the whole word facebook would come in.
- I really wished for a 2k display but HD+ is also acceptable. But the fact that they are not using fully Amoled panels like in Samsung devices is a let down for me. I really love the Samsung Amoled display. They are the best when it comes to screen quality & color rendition.
- After Android Pie update; I really hate that we have to click the 3 dot icon over the recent apps to lock, use multi window etc! I would really like OP to work on this & provide us a better solution to lock out apps from recent apps menu & use multi window.
Pros
-Battery life for me before & after the Pie update has been just exceptional. Dash charging is best in business since my last use of OP3. I game a lot. Based on playing Pubg, Pes18, Modern Combat 5. The battery life has been great. Despite dropping to 88% from 100% after playing one classic match in Pugb; dash charging charges the phone in no time & later I can go on for my work.
- Customisation is on whole new level. If you're iOS user & use this there is world's difference. I really like how I can customise my DND settings, icons, homescreen etc.
- Finger Print scanner & face ID works like a charm. They unlock so fast that I'm barely able to look my notifications over the lock screen.
- Alert slider is the best thing which has come to android i.e in OP. I really liked iPhone's mute switch & on android side I suppose only oneplus has done it which is just amazing as one doesn't even need to pull down their phone notification to mute it during important meetings.
This review is based on both Android Oreo & Pie updates. I was very much suprised when I got the Pie update. Though it has minor bugs but those will be fixed soon in the next update.
I really like how people say iOS being simplistic; but on android side OP has yet again proven that my switching from iOS to android again is not a regretfull decision.
For people who are trying to decide between OP6t & OP6 I would say OP6 is better choice if you are willing to sacrifice headphone jack then sure go ahead. And people who are looking to upgrade from OP3/3t this is the right one. Those who already own OP5/5t jumping to OP6/6t won't be wise decision since oneplus is already supporting android pie updates till OP3! Another 6 month wait & you might get a great phone! Who knows!? Kudos!","print,difference,lock,rendition,movie,homescreen,dnd,world,comoanie,one,jack,launcher,month,rat,use,devic,solution,pro,combat,choice,pie,pugb,oneplu,charm,let,plu,kudo,decision,side,person,finger,work,color,road,charge,night,slider,the,camera,sound,update,app,samsung,hope,user,time,screen,price,switch,bug,stereo,oreo,busine,scanner,version,meeting,shortcut,menu,phone,facebook,notification,con,smartphone,lot,setting,display,match,word,speaker,icon,fact,panel,quality,dot,picture,cost,pubg,etc,customisation,iphone,face,headphone,battery,image,window,review,life,dash,keyboard,level"
9213,Best product to buy,product
9214,"One plus 6 works is really good, recommended to buy.",work
9215,Camera quality is not upto the mark ... portrait mode is very poor as compared to samsung mobiles....but if compare it in rest of the platforms its a beast🤘🤘,"mobile,quality,rest,mark,mode,beast,platform,portrait,camera"
9216,Nice phone,phone
9217,Go for it,
9218,Great phone,phone
9219,Baki sab thik he but sound quality bahot kharab he,"quality,kharab,bahot,sound,thik,sab"
9220,Good product,product
9221,"Battery backup is not good as much accepted and battery power is also 3300 low.
3300.mah battery 😔😔😔 so not","backup,battery,power"
9222,Picture quality is amazing,"picture,quality"
9223,Battery issue,"battery,issue"
9224,"Surprise, Surprise.....The King Is Back..!!","back,surprise"
9225,Superb phone,phone
9226,Phone cracked near phone by on its own. Please don't buy this. It seems some problem with it. It's not a phuscial damage. I took care of it very well. But it cracked. Not sure. Please don't buy it,"care,phone,damage,problem"
9227,Very fast,
9228,I bought this phone with a lot of expectations. But this phone is not worth it's price. Please don't buy this phone and waste money,"expectation,phone,lot,price,waste,money"
9229,More hyped product. People switching from highend or mid range Samsung or apple won't like much.,"range,person,product,apple"
9230,"Two cons:
1 major - average battery life. If you are a youtube user, you will need to top it up in the evening.
1 minor - camera could be better. Admittedly this is not a. 60k flagship, but 40k is a lot of money and they need to do better to justify this price tag.
Display, performance, software UI are all amazing and beyond reproach.","performance,even,reproach,tag,youtube,lot,flagship,battery,price,user,camera,con,display,software,money,life"
9231,Superb phone,phone
9232,Superb,
9233,Have not received any mobile cover and earphones...?,"cover,earphon"
9234,Camera is awesome with great low light quality but the battery could be much more. Updates are regular. No complaints best phone in 40k.,"complaint,quality,phone,battery,camera,update"
9235,excellent product and excellent delivery 🤘🤘,"delivery,product"
9236,Excellent,
9237,Excellent phone,phone
9238,"I best flag ship killer phone, this phone definitely all user gaming performance superb, picture clarity better than I phone, Dash charging help you better way to keep your phone full all the time in short period of time.","performance,killer,flag,phone,period,picture,charge,help,ship,user,superb,clarity,time,way,game,dash"
9239,Great great experience,experience
9240,Everything is ok except battery capacity if it is 4000mah then this phone is top,"everythe,capacity,battery,phone"
9241,A best phone..,phone
9242,Ultimate phone I ever used,phone
9243,"Reviewing after 1 week of use.
Initially I had a few issues with the GPS of this device - all location related apps would not work, but after the Android P update, things are fine.
Overall, a fairly powerful phone in all respects. Camera effects are also nice. But even with a configuration of this kind, some apps hang or crash.
Another issue is that the free Sandstone black cover that was part of the deal got cracked within 7 days of use - with just regular use - no hard impacts at all.
Some of the basic things are surprisingly good - because these days a lot of manufacturers are focusing on fancy stuff but ignoring basic things like call quality etc. But in this phone, call clarity is amazing. And the speaker of this phone is simply outstanding - very loud and clear when using it for conference calls. Battery life has also been quite satisfactory so far.
Overall, a great buy, but some small issues still remain - and the quality of the back cover is really low - deducting one star for that.","android,quality,issue,conference,kind,etc,clarity,week,crash,effect,call,location,phone,back,deal,manufacturer,use,camera,update,device,app,part,lot,battery,sandstone,cover,speaker,life,configuration,stuff,day,star,respect,thing,buy,impact"
9244,"19.5:9 is not upto mark for all applications.
e.g. FlipKart and Twitter.
Just check out any browser that's opening within twitter application.","mark,open,browser,application,flipkart,twitter"
9245,"Best in the market
Go for it",market
9246,Excellent phone but I love I phone in Android this is the best phone ever,"android,phone"
9247,Best phone ever.,phone
9248,Good,
9249,"Awesome phone, very good battery life No one issue in this phone but camena not good clarity compare to S8 and S9 otherwise very powerful phone","phone,battery,issue,clarity,life,camena"
9250,Awesom,
9251,Everything simply good,everythe
9252,"The camera glass normally broke, without any pressure.","pressure,gla,camera"
9253,Nice OnePlus good mobile phone,"oneplu,phone"
9254,"Good phone, battery life is great, camera quality is high as well.","quality,phone,battery,camera,life"
9255,Great Product!,product
9256,"Nice phone, in this budget,like it alot,superb camera","phone,camera,budget"
9257,Loved it. It's a great smartphone in these days,"smartphone,day"
9258,Good,
9259,"1. Picture quality is good.
2. Sound quality is ok.
3. Battery is good.
Cons
- No memory card slot.
- Mirror black has glass back will break, if falls.","black,gla,quality,picture,memory,battery,mirror,back,fall,con,sound,slot,card"
9260,Plz send my bill copy . The content are not visible in bill printing.,"content,bill,copy"
9261,battery draining quickly,battery
9262,best phone with best price,"price,phone"
9263,Good,
9264,not good hangging problem in mobile even it has 6 gb ram.. not satisfied...😔😔😔 and processing is slow like a 3 gb ram mobile,"mobile,hangge,proces,problem"
9265,Good phone,phone
