,Review_text,Nouns
7487,Good phone,phone
1593,Speed you need One plus 6,spee
10184,Super phone.....4k video recording quality is good.,"video,phone,quality,record"
524,Best features for a smartphone in  that price Range along with the OnePlus trust. Can prefer this over the recently launched 6T.,"smartphone,price,feature,trust,range"
2231,Everything is good about OnePlus 6. Using OnePlus for first time and am really Happy with the phone. :),"time,phone,oneplu,everyth"
5638,built quality is much Best,quality
9441,Nothing,nothe
5528,"Pic qulaty is great
Sound as season
Battery super will 24hr for short time users...","super,sound,battery,qulaty,time,season,user"
2108,Not satisfied,
26,This phone is very good;good sound quality;good features;oxygen Os is awesome;picture quality is excellent but it fades little bit in interiors;it does not hang at all very fast phone ; IAM being using it since 6 month and no issue recommend to take it,"month,phone,issue,sound,quality,bite"
2636,Best phone,phone
8524,The phone I always wanted.,phone
9829,Awesome mobile,mobile
6568,Happy with the product,product
613,It's an 8 GB Ram but gets banged very frequently...speaker quality too is very poor...sounds echo when on speaker.touch too is very bad.,"speaker,ram,quality"
997,"I bought this phone 6 months ago, till now not a single fault in the phone, good picture quality, excellent battery life, probably the best smartphone ever.","fault,month,phone,life,quality,battery,picture,smartphone"
21,You may have it when you needs high cost device.,"device,cost"
4796,awesome phone,phone
5696,Like,
1622,Outstanding performance and graphics. only problem is battery draining fast.,"graphic,performance,battery,problem"
6922,"#fast
#performance
#quality
Use your brain ..
One plus is the best phn I found","performance,quality,brain,plu,phn"
7409,This phone is one of the best phones in the world. The way it charges is magical. The smoothness in working is adorable. I just love this masterpiece,"world,phone,way,masterpiece,smoothne"
4519,except the size the phone is wonderful,"phone,size"
3129,Best phone with best features...,"phone,feature"
6913,Best phone in this price,"phone,price"
1229,"Very good picture quality. Can see all details in the photograph. Video quality equally good. Of course not for professional.
Sound quality is not good or can say bad.
Good battery life. With normal working the battery last for more than a day","video,detail,course,day,life,photograph,sound,quality,battery,picture"
7844,Nice phone,phone
3,Good pictures,picture
66,Worth money,money
7275,Build quality awesome.,quality
8719,Nice mobile in best price 😍😍😍,"mobile,price"
9025,one of the best smart phone.....,phone
3983,"This one is classic and far ahead of it's competition. I don't have to look for Apple iPhone or Google pixel...or LG Nexus...this one is a class apart from the rest. Nothing to complain, all features are so great.","nexu,feature,iphone,competition,apple,pixel,cla,nothe,one,rest"
9467,"Head phone should be provide with pack
This phone was awesome","pack,phone,head"
6109,Ph build quality not good,"build,quality"
6354,Build quality,quality
1475,Perfect,
1797,Battery life is okay. Rest all features are superb.,"life,battery,feature"
6260,Nice Phone,phone
2874,Best phone,phone
6162,Battery life,"life,battery"
9113,Awesome phone,phone
8956,"Screen flickering never stops. I thought one or other update will fix it but now even Android 9, but flicker does not stop","flicker,screen,update"
8020,"I like the way look they work, etc..",way
5722,best quality,quality
2772,Picture quality,"quality,picture"
2102,Excellent,
6186,Awesome product ...no complaints....m loving it😄,"product,complaint"
6148,Amazing delivery by Amazon. 4 days I had to wait but it was worth waiting.So beautiful screen powerful processor and amazing battery life.You should go for it if u r thinking to buy,"delivery,processor,day,amazon,battery,screen"
6661,The battery life should be increased little bit more and dual speakers are much effective than the single speaker,"life,speaker,battery,bite"
4310,Would recommend this over the 6t,
950,Awesome,
7203,Product is faulty have problem need to be replace,"product,problem"
2065,Best Mobile,mobile
6045,Everything in this phone is great. Oxygen OS is the best android based os.,"phone,oxygen,android,everyth"
9788,Right side earphones not working so what's the process of replacement??,"proce,earphone,replacement,side"
4505,Picture quality great and sound awesome and battery life very good,"quality,sound,life,picture,battery"
7686,😝,
899,Great product!,product
4463,Very fast phone other then,phone
4868,"Overall good phone, but camera and battery life not ok in this price. I expected some more.","phone,life,price,battery,camera"
392,Battery life is too short,"life,battery"
4157,There's nothing to say things are too good,"nothe,thing"
3614,Good phone pictures taken at night are not as good as day one over all good phone compared to other brands,"night,phone,brand,picture,day"
5027,Best phone,phone
8898,Speed we need. Camera is good indeed( see picture sample).,"spee,sample,picture,camera"
2622,It's perfect!,
5031,Optimus Prime of all the phones nowadays.,"prime,phone"
8761,Nice product by oneplus love it,"love,product,oneplu"
8548,all,
2140,It's just awesome,
992,Sound quality is not so good as in other brands like apple. It need to be improved.,"brand,sound,quality,apple"
9970,Best phone in budget,"phone,budget"
1563,Nice,
9424,Prime phone .having a good experience using it .,"experience,phone"
10239,"Everything great. Fast, smooth, amazing",everyth
3269,Excellent,
1675,Love this.,
4323,Good,
5811,"Love this mobile, everything in this mobile is best,price is also ok","mobile,price,everyth"
2499,Great phone. Worth the price. Some really good features,"phone,price,feature"
8193,Nothing enough to describe .... What a quality,"nothe,quality"
5352,Screen is wide enough to give an awesome picture quality .,"quality,picture,screen"
1949,Great phone,phone
1628,Battery life is less,"life,battery"
779,Looking cool,
10385,I received product delivery faster. I wanted to highlight one thing is that when the courier boy got this parcel. He brought it box separately in hand and the cover kept under it. I dint notice it then. The product is so far good. No issues with it. Still I thought of sharing it,"delivery,cover,boy,hand,issue,notice,parcel,courier,product"
9911,This is a awesome phone the speed is matter me it has the that speed and i fall love with oxygen os the camera are good for price charging has bumps me out a fastest charging ever i used,"price,spee,phone,love,camera,bump,oxygen,charge"
5846,Good product,product
9528,Product is very bad,product
9456,Amazing gadgets produced by one plus team,"team,gadget"
10201,"After three months of use I can say confidently go for it. Awesome camera quality, slow mo feature, gleech free gaming performance.
Powerful Octacore chipset n 8 GB ram delivers what you needed.
You can expect 4-5 hr of countinus gaming with fully charged battery.","deliver,chipset,ram,month,use,performance,feature,quality,battery,camera,game,countinu,gleech"
3353,All r gud in the one plus 6... This phone is better than others like samsung.,"other,phone,gud"
2962,Worth for every penny.,penny
4171,"1) Amoled display of this mobile was so good,
2) The single down side speaker of this mobile was not good because while playing games or movies in landscape the finger accidentally muffling the sound,
3) The Battery life of the mobile was good and adequate for single full day usage and the Dash charge aka fast charge juices the battery with in 1hr15mins.
4) The Gaming and day today app usage are too snappy and particularly gesture type was smooth,","day,landscape,mobile,speaker,life,usage,today,dash,finger,sound,battery,gesture,movi,display,game,type,app,charge"
3574,Perfect phone,phone
2794,Awesome performance,performance
