Review Text,Review Rating
"Hd screen, perfect gaming  nd again a flagship",5
A good budget phone,5
Good,5
Functions are good,4
Everything is good except for the battery life,5
Good,5
Only one word PERFECTION,5
I am using it for 2 months now. Even though there was some issue with the delivery but the product is really good. Don't think twice just go for it.,5
Good,5
Beautiful camera and speed.. i think first android phone where speed meets,5
"Very good performance.Packing also good
devise performance is also excellent.",5
"It's a good smartphone.
Looks good, awesome features.
But I spotted battery drain on using internet.
Anyway it's a cool smartphone.",4
OnePlus 6 is the fastest smartphone right now. Dash charging is amazing. Camera is good.,5
great,5
Loving it 😍,5
Its been almost a year since am using this device. I find no lag and heating. Photos on this device is insene. Love oneplus and their effort to bring good device.,5
Speed we need. Camera is good indeed( see picture sample).,5
"Great quality, build and speed. But for the hype and 43k, I really expected something better.",4
"The phone is fast, faster, Fastest. A must buy for the price.
Order it in the night got by the next morning. Very fast delivery.
Packaging didn't impress me much. Could see One plus cover was had a fold here and there. But definitely the phone is much inside so no damage anywhere near. But it could have been delivered with a much neater packing.",5
Phone is awesome especially camera .,5
Nothing.,5
Very good phone with advanced features and functions.,4
Nice one to buy in this range,5
Good,4
"Awesome smartphone. Just loved using it. The name is enough. So I don't wanna go for its specifications. First of all I switched from Redmi Note 4 to One Plus 6, therefore its become an mind blowing upgrade for me. The speed,the smoothness and also the camera... Just loved it so much. The dash charge in real usage beyond expectations, damn fast. And I recently updated to Officiall Android 9 Pie sent by One Plus through OTA update. Very happy to get one my favourite Red colour. The look I can't express in words,it only can be seen in real. Its been a month and I'm so much happy with my red One Plus 6 & thanks Amazon for secure delivery.",5
Nice pics quality,5
Performance is very good.,5
":Fast and Smooth, Get the The Speed You Need with OnePlus 6 - Snapdragon™ 845, 6.28 Inch Display Optic AMOLED, 16+20 MP Dual camera, Up to 8GB",5
Hi.. I got my device before delivery time. Amazing service Amazon. Nice product happy with it. Thanks,5
"The smartphone is excellent,it has all the features that you want .Best camera,best system all about this phone is best.",5
Its a worthy phone one should try for experience of good quality phone.,4
Better battery life & picture quality.,4
Good Product,5
"Really fast, smooth, easy gestures, wonderful pics, never hang even when close to 30 apps are open at a time. Wonderful battery life, easily run full day with active usage (video watching etc). Highly recommended.",5
required headphone,5
Good one,5
Like,5
"OMG, this is the best phone i have in my while life. This is the first time in using a one plus product and I must say this is a good value for money. Most of the people go behind the iPhone x which I think is really over priced. OP6 is faster than iPhone and it had been ptoven. The best part is that it is not even half the price of the iPhone x. The camera is also really good, although not as good as the pixel or the iPhone, it captures details very well. before this, I had an iPhone 5s and I'm a big fan of pubg but I couldn't enjoy myself with such a small screen. But OP6 even has a gaming mode along with a bigger screen which is really helpful for me. Go for it!",5
"wonderful mobile ever , awesome camera , awesome function , everything is superb , price value...... , unbeatable ........... .",5
No accessories like headphone etc provided.,5
One of the best phones so far. Excellent finish . Superb camera.,5
"Worth the money
truly a top end flagship",5
Awesome...best phone at this price...,5
Excellent product. Nothing to say.,5
Super phone! Loving it! New android OS update is awesome,5
Best,5
"Earlier, I was using a Samsung Galaxy J7 with 1.5 GB ram. To install and use a new app, one app needed to be deleted.
I have heard a lot about One Plus mobiles and decided to give it a shot. Glad I made the choice.
Things you get along with device is Dash Charger, screen-guard on the screen and a plastic cover.
The look and feel of the device are amazing. Midnight black comes with a classy matte finish. It is somewhat slippery to handle. The plastic cover is good for protection but if you don't like it you might need to spend 1-2k extra for a cover. I bought a sandstone cover for 1k and it looks good.
The one feature which sets this phone apart is the Dash Charger: 20 minutes is all it needs to get it charged for 30-40% and for about 30 minutes it will get to 60-75% which is more than enough.
Camera quality of this phone is comparable but not better than iPhone or other devices which costs at least 20k more than this. An image clicked by an experienced photographer from OnePlus can still beat a novice to intermediate photographer's iPhone pictures.
One another Feature you get is Face Unlock which is extremely fast and you will get addicted to it. It will be difficult to use other phones which cost lower than this because you will not want to slide or enter the pin or use the fingerprint scanner to unlock the device.
You will use anything and everything for this phone instead of your laptop or tablet.
I even booked a tatkal ticket on irctc while traveling in Bangalore traffic at 10:00 am!
If you are willing to spend 35-45k on a mobile which is not going to be obsolete in at least 2 years. You should opt for this model.
Some dilemma which people face:
6GB vs 8GB
Personally, I think 8GB should be preferable not for gaming but. We can't be sure whether 6 GB would be sufficient RAM after 2 years of time. I don't play mobile games but bought 8GB model just because 6GB might be normal after 2 years.
Space: 64GB vs 128GB vs 256GB
Provided that this model does not have an sd card slot, you will be stuck with whatever model you choose.
64GB is way too low for this phone because of a single recording or some pictures might take a couple of GB. Also, you get 52GB usable space which might not be sufficient. Hence you should either go with 128 or 256 variant.
128 is the most optimal choice and one should go for 256 only if following is the case:
1) You take a lot of pictures and videos, travel a lot, and don't believe in storing those in the cloud.
2) You watch tv shows and movies downloaded on your laptop and watch it on mobile.
Example:- My brother has a 64 GB variant of Samsung mobile, 2 complete courses from coursera and a couple of videos, photos that he clicked used 48-50 GB of storage space. (85-90% of available)
Amount:- 2 complete courses 200 video lectures and family video recording short clips
Whereas in my 256 GB model even if I have entire One Piece of 800 episodes i.e. 90-120GB it will still be around 50% of storage space.
You can spend extra 5-10k on storage once, but no matter what you do you can't expand the memory to 128 or 256 after you made the purchase. Hence I would recommend deciding accordingly which suits your requirement.
The only negative point is they could have included earphones with this but sadly they have not.
Overall:- I was satisfied with the purchase I made from Amazon Prime(which gave me the subscription to one-two day delivery in metro cities and Amazon video content)",5
"Product is good but facing too much issue in incoming calls. Earlier no issue but after 2-3 months, facing issue with incoming calls. 2 out of 10 calls are successful.",4
I love this phone. Even though I bought this because I was frustrated by waiting for poco I am happy that I bought this product,5
"Good camera , very fast Charing",5
Product was too goood thanks a lot and fast delivery .,5
Only smartphone which can compete with iphone,5
Stylish and it's worth it for fast,5
Best phone,5
"Camera is very bad during night & low light , Also dash charger gets hot while charging a phone. performance is good but sometimes it hangs & have to reboot to get working.",1
Happy with the phone,5
"Its a vow phone
Cant resist
Iphone fail hai iske aage",5
The product is great. Amazing feel but strangely the phones back glass just brok even though I bought a high grade case from supcase.,3
Amazing phone,5
Really so awesome,5
Loving it. Really user friendly and fast. And love the colour too. Display screen is excellent and multi function is awesome,5
Need no review. It is excellent.,5
"The Speed you need.
Never Settle , True 👌
The phone is killing it.
True Deal 👌",5
"One of the best phone in today's time in this price range. The flagship phone of Oneplus, OnePlus 6 comes with a dash charger which is fastest charging technology. The camera is great and you can record videos in 1080p 4k videos with 60 fps. Selfie camera has also been improved slightly and comes with the beauty mode. There is face unlock which is really fast and doesn't take even a second to recognise your face. Fingerprint sensor is below the camera which is uncomfortable at starting but you will get used to it. Battery was draining in Android 8 but after the update of Android 9, this issue is resolved. The phone has a 8GB RAM and 128GB internal storage (though it also has a 6GB + 64GB). You can use as many as 40-50 apps at a time (in the background) without any lag. Overall the OnePlus 6 is the best phone in the price range of below 40k.",5
Perfect piece,5
"its so good to have a device like this soo fast so amazing look but one thing i am not satisfied with is its back glass, its been broken and not so durable. its just fall from my hand and the bach glass broken instantly and its really soo heart breaking.",5
Its amazing ...,5
Aswm phone... excellent speed.. excellent battery...,5
"The best phone I have ever had. The picture quality is awesome! Really fun to play with.  The processor is super fast, have never seen a lag in all the months I have used it. Compared to the last mobile I owned, this one is almost divine luxury! lol..
The battery is also really great. I can charge it up and have no fear till I get back home at end of day. This is despite all the 4G browsing, and WiFi if am not going out, music, videos, and the near constant use of GPS!! This phone has made me feel safe, and that's saying something! If there was a brand I would love to follow, this is OnePlus. :)",5
Dissatisfied. Disappointed,1
Rocket fire mobile,5
Awesome Phone and awesome camera i swap iphobe 7 plus to brand new oneplus 6 filly satisfied,5
Awesome product,5
Till.now the best phone I am using all things are amazing.hope it will be great experience to join one plus family,5
"Screen flickering never stops. I thought one or other update will fix it but now even Android 9, but flicker does not stop",1
This is a awesome phone. I have been using this from last 2 months and never faced any issue so far. Nothing to complain and Everything is in this phone to give possitive feedback. Thanks one plus to my life hassle free and speedy......why to compromise.,5
Incredible device,5
Nothing to dislike have used one plus from d start,5
This is best premium mobile,5
Value for money,5
Good 😍,5
"Awesome phone...i love this phone, but i feel sometimes thats its hanging... I was not expecting this from 8gb ram..overall awesome phone...",4
"The mobile battery life is superb, display and sound quality is good",5
Faster than the fastest,5
Super,5
Good one..but no earphones with it.. ve to buy separately,4
Worth it & it's just amazing,5
No doubt instrument is good but two strokes are required to move ahead. I think there is problem with mother board,5
good but not as vivo nex,4
Reasons for buying dis phone are much more and valid den reasons for not buying it.. you get all imp things in dis price tag except fully water resistant phone like other phones in higher catogeries.,5
Settings,4
"Best in its price range, it is very performance oriented. Compact lightweight and beautiful looks.",5
Sound and battery life should have improved in one plus 6.,4
Product qualit is not good,4
Battery quality,3
It's awesome,5
"Phone is Good But We are facing Many Issues With Calls Especially Incomming Calls, Most Of The Incomming Calls are Noty Recived , Many People Said Me that the phone is going Switch Off and Not Reachable , Kindly Tell Us How and Where to get it Fixed Or Return It and Give Us a Replacement , We Have Tried Sim Card in My Old Note 8 To test Sim And is is working Absolutely Fine.",2
"Awesome Camera quality, Dash charging is time saver. Display is Nice
Phone Gets Heated and speaker placing is not appropriate volume gets low due to holding mobile at speaker place.",5
Good product,4
"OnePlus amazing as always.Loved the phone,not very happy with the camera specs, felt oneplus 5 was better.Horrible delivery and customer service.",4
"Used mobile more than 3 weeks,  super performance, go for it.",5
Good product,5
"Absolutely love it! Its fast, never lagged (even in split screen) , games load as fast as than any other premium phones (tested alongside s9 and iphone x), camera is clear and crisp. Low ligh images are good , under light conditions it's probably one of the best ones in the market. New updates rolled out with Android pie(love it) security patches every month and the major plus point would be the battery life. It senses your app usage and optimizes the phone accordingly. Single charge on a heavy use can last upto 6hrs on full on screen time, average usage gives about 24hours(mobile data on, social networking apps running ), if you're a light user, it'll last around 36hours. Charging is quick(very). Only let down would be the speakers on the piece, they're loud but do not get that good feel. Could've been better at this price range. Too much volume can cause distortion and they don't feel good to the ear. Apart from that absolutely the speed you need♥️
PS: I'm using a 6gb ram version and tested it along side 8gb ram, they have the same performance just that the 128gb storage additional. And the phone comes with screen protector on and a case with it, special mention the case is as good as any durable case available in the market. Dropped it a couple of times by accident never had a scratch on it. Works like a charm",5
I require invoice copy of OnePlus 6,5
"DON'T WASTE YOUR MONEY ON THIS MOBILE. BETTER BUY NOKIA/MI MOBILE YOU WILL GET SAME FEATURE WITH 10-15K. CAMERA QUALITY IS WORST. AFTER UPGRADING TO OXYGEN OS 9.0 MY MOBILE IS GETTING HANG,(ONE MONTH OOLS MOBILE).",1
"Worth Money...
First time using an Android...
Simply amazing..enjoying every bit of it !",5
"good delivary ,,, good behe vior,,,,",5
"Got this for my son. He loves the phone & has nothing to complain. Great display and size perfectly fits the palm and gets easily into the pocket. Arrived a bit late, but it was expected as it was the time of launch.",5
i like the clearity,5
Bes in n Class,5
Amazing photos e with sleek design and there is a nice grip to the phone if someone is looking for a nice flagship phone with best features this is the phone for them,5
Love the camera. The battery is decent and Android 9 is smooth.,5
Everything is excellent except for the battery life.,5
What amazing device,5
Gr8 product very impressive performance but pricey,4
"Promptdelivery by Amazon  superb packing got a brand new phone all the in box contents were intact
About the phone
Super performance screen size is a great advantage multitasking no question of hanging camera quality is excellent slow motion videos are brilliant no words to describe
Overall I give a4.8 rating, 👍👍👍",5
Don't check the reviews just go for it,5
"didn't get any cashback..
as it shows... there is 2k cashback
for sbi purchasers
if you pay from sbi master card.. you'll get cashback
but.. no.. its been 4 months.. and i got nothing",3
Tooooo good,5
"Speed You Need, it's One Plus 6",5
"Its a very good phone or i should say its the best that i have used till now
Its a very good choice
And the build quality is brilliant
I love this phone",5
"Phone is getting hanged frequently, touch is not working properly... No one to contact... Struggling to find asolution",2
Wonderful,5
I am not satisfied with the product sound is not good working is not proper plz replace my phone,1
Good phone with latest features.,4
Not worth it. Updates removes existing features. So ultimately it means buy an upgraded phone that OnePlus launches 6 months or probably every year.,1
Class apart,5
One plus is the best.,5
"It's as good as previous one plus mobiles. Flaw less Performance, very good cameras ( but like one plus 5 cameras- hope we will get updates for camera soon). Got the new OS updated (P). Just go for it.",4
Super,5
Best phone in this prise,5
Compare to other phones this is good one,4
Calling problem nd apps not responding problm,5
Good,5
"Using it now since 6 months, no complain till now.",5
Fastest phone in this segment. However a metal body would have been better. Received the Pie update few days ago. Overall good performance so far.,5
I Loved OnePlus.,5
Picture quality could have been improved,5
Awesome phone... Now waiting for oneplus 6T,5
I have used lot of brands but one plus definitely stands out.,5
Best phone under 50k.,5
Very best mobile... The clarity of pic is very good,5
Osm,5
one of the best smart phone.....,5
overall good product. baattery and aound could be improved. picture quality is good. not extraordinary.,4
It is good,5
"I got the phone on 17th of Sept 2018 with an exchange for my Microsoft Lumia 640xl. I got 2.6k for my old phone thanks to Amazon for it's extra 2k exchange offer. After the use of phone I like to say it's sound quality is good not exceptional. Because of it processor ram and storage under it's hood make this phone a beast. OnePlus 6t is rolling out if I had waited for a month I would have bought that. Still comapred with 6t what I feel is 6t doesn't have drastic upgrades. It's a OnePlus 6 with in screen finger print scaner. I missed that sandstom phone case offer while buying now am regrating for that.
Rest all is freaking awesome in the phone.",5
Very nice,5
"The battery life is killer, the camera is good,the sound is super awesome, the phone build feels premium, the phone has no lags whaysoever even after the Android 9 update, the alarm volume can wake up a dead body lol kidding ..all in all phone is awesome",5
Best phone👍,5
Great product.,5
"As the tag line say the speed you need, yes one of the best smartphone available in the market, awesome performance there are few cons but still can be ignored, the dash charger adds to it, battery life is also very good over all it's an excellent device to have",5
"OnePlus 6 is the best Smartphone available at the Price at Rs. 34,999 which is very agressive & Best Price.
I just bought before a month & from then I am Using it & my Experience is very Nice.
You will be loving the Phone after You Start using this Smartphone.
OnePlus is the Best Brand available for Flagship Smartphones.
I Love using OnePlus products. My user experience is very Good With This Smartphone.
It Offers alot in this Price Range than other Smartphone Companies.
Its Specifications & Features provides me the Best Experience.
Its good as it is said 'The Speed You Need'
Its Snapdragon Qualcom 845 Processor Chipset gives me best experience in multitasking & gaming.
And the company gives updates also fast which is again very good for the Smartphone Users.
Its Midnight Black colour is very good in looks. It gives me A Premium Look in Hands.
I just wished for the more battery capacity. It has 3300 mah battery.  But still it gives the full one day usage to Me.",4
"Its only been two months since i bought this phone, and my phone's loudspeaker while making calls have already stopped working. As much as people are giving great feedback about this phone, i am a little surprised and dont know what to do because its a brand new phone",2
Amazing,5
Value for money phone... it's kinda perfect,5
Best of the best,5
Best in the business...I love it...,5
Worthy mobile,4
"Thus, OnePlus has made a kind of ""Android iPhone"" which i mean the Android phone with no lags, hanging and even more speed.. OnePlus community fans might expect lot more in the future models i hope they never disappoint us.. 5/5 for this now! With Great Battery Backup it charges within 1:15mins and discharges very slowly that's what slow thing this phone has",5
"Its definitely not what is promises. Shifting from iPhone, I had high expectations from the phone but it turned out to be totally a cheap Chinese phone. There are Basic call quality issues like When you are on phone with person A and person B calls up (whose call lands into waiting), suddenly person A will stop hearing whatever you say. You will need to disconnect and call back person A to talk.
Camera hangs and apps open up automatically when you are on call. The notification center is buggy and camera button on lock screen doesn't work smoothly.
If you are shifting from an iPhone, where your are used to excellent quality and performance but avoid this phone",1
Awesome,5
It hangs a lot..,2
Nice mobile,5
value for money product by oneplus its varry smooth and oneplus oxygen os was great,5
The product was bought on 14 Sep and today the phone has lost all its colours..,1
Worth It.,5
Really A Beast Phone.Would Have loved it even more if the battery size was more...,4
Just awesome!,5
High End smart phone. value for your har earned money. Only for heavy end smartphone user.,5
"Display.  5/5
Sound  3.5/5
Battery  4/5
Charging.  5/5
Design.  4.5/5
OS.  5/5
Performance 5/5",5
Amazing phone! Value for money.,5
"Greatest phone man..it is like a power house.everything perfect in this phone.
Pie update recieved.",5
The best until 6t comes out,5
"It is totally defective piece.  Volume button is not working.  It is useless.  Moreover, it hasn't to be replaced yet for doing so many complaints",1
Good,5
Away from all nothing to say 😍,5
The phone is great .. no complaints .. excellent graphics amazing camera and descent battery life .. my problem is with the charger as the input is 220-240 volts .. almost all chargera of all phones are 100-240 volts .. so when I travel abroad I have to take another phone or buy another charger .. that is just lame...,4
beast,5
"Nice phone, what else do I need to say for this ?",5
Amazing face unlock,5
Best ever phone,5
Satisfied,5
good product,4
U gonaa get addicted once u get,5
"Pros - Dash charging, camera quality and performance.
Cons- Battery capacity is not huge",5
Amazing phone overall,5
"Nice phone it is undoubtedly.and for the first time I satisfied with this smart phone I have ever used.about camera I expect little more then it as per it's pric range, but it is ok.m satisfied.",5
"Mobile is absolutely fantastic. Meets all the expectations of the user like agility, camera / picture / display quality, with the ample amount of RAM it handles parallel application processing & accessibility with ease and most important of all, the optimum price at which all the above mentioned features are provided to the user.
Happy to recommend the mobile to everyone 🙂",5
Good phone,5
👌👌👌,5
Supper mobile,5
No phone can be like this .Fast speed long battery life ..camera is just amazing 💗,5
"Sound quality was not up to mark..and also capture is very poor while capturing moving persons and objectives.
Earlier I used to capture same like with my iPhone 5s , that was very good quality.. I was not satisfied with this phone while using Music players, camera, etc..",4
Best phone with good features in this price,5
Very nice phone,5
Excellent...,4
Oxygen OS is best in performance and all ...SD 845 is superfast ... Amazing phone.,5
Super I like one plus,5
I have betry problem,5
One of the phone in the world I love it,5
Best phone,5
May be a little heavier,4
"This is amazing handset with almost
all the latest features and updates.
A must buy, i would say !! Cheers",5
Amazing pic quality. Overall good mobile.,5
"This phone is definitely worth the price. Do not compare it with Oppo/Vivo/Xiaomi. Belongs to a different class. Battery is immortal. I charge it in the morning, takes 30 mins or so to 100% and gives me a full day heavy usage with it. Though memory is low as of 64gb but then you can carry a 64/128 gigs of type c otg pen drive.",5
I am used in 2 months the phone is too good,5
"I have compared it with one plus 5T, there is no difference other than the processor. The camera quality is not developed than one plus 5t. It disappoints me a lot. Overall quality and design of the phone is very impressivel.",5
I am a One+ fan and am addicted to it because it's simple too good.,5
I have made a right decision to switch to OnePlus6 from iPhone 6S. OnePlus6 has much better speed and performance as compared to iPhone 6S. With Android Pie you can experience New Pie UI,5
Ultimate phone ever got,5
"A great design, great performance. Smooth Ui I've ever seen.
I disliked the no memory card option, secondary camera is just only for depth sensing. 20mp for that is too much wastage.
Great delivery from Amazon.",5
"Yes, amazon took too long time to deliver product which wasfrustrating. But mobile is awesome. Battery life is amazing.",4
"Poor quality, chinese product. The screen conked off within one and half year that too without any fall or physical damage. really sad. Not expected from a premium phone.",1
Nice...,4
Nice phone,5
Awesome phone... Everything is just wowww...,5
I like the camera in this ope plus 6 . It gives high quality pictures and portrait mode is epic,5
Everything is working perfectly as expected.,5
Battery charging speed very fast ....,4
"Expecting something better
Little disappointed",3
Good,5
Great phone,5
Nice,4
Happy to buy this mobile,5
Its ok,5
World's worst phone 20 days since using. Phone automatically stuck on headphone mode now.. worst phone.. never purchase one plus devices.. just fancy amitabh ads.. company's sucks to the core..,1
"Wow, this phone is Fast!!! Awesome performance overall.
Pros: 1. It's buttery smooth and super fast.
2. Looks very sophisticated.
3. Comes with factory fitted screen protector and a nice clear case.
4. Android Pie has made it even faster!
5. Very good camera.
Cons:
1. Loudspeaker sound is ordinary, no stereo speakers.
2. It has glass body, that makes it more fragile.
3. No official IP rating and no wireless charging.",5
Awesome,5
The speed you need,5
"Good battery Not bad
vidarbha24news
Amravati News Vidarbha News
Maharashtra News",5
Awesome phone,5
Enjoying the experience of this mobile,5
Wow ! Excellent !,5
There is no stereo sound which is disheartening. Expected on screen finger print sensor.,5
Worth taking Phone,5
Very good phone,5
OnePlus 6T waiting,5
"Got Gorgeous OnePlus 6 RED week before. I'm pretty impressed with its slimmer and gorgeous design.
It's really so beautiful. I have used many Android smartphones in past like HTC, Lenovo, moto, and most of them Samsung but from now I'm oneplus fan because of its sexy look, cool design, awesome display, extra ordinary camera and great performance speed.🤟
It's really so fast like 'speed you need' and best value for money.
I have couple of suggestions for oneplus.
1) Improve camera provide stickers and filters options. Animoji will be great if you can include that.
2) I know oxygen Os is itself awesome and well customized but it'll be great if you add your own OnePlus theme store like HTC and Samsung where users can customize their smartphone with more themes and wallpapers.
If you can provide these updates then I'm sure most of Samsung and other smartphone users will not gonna stop themselves to being OnePlus family :)
I hope you'll consider my opinions.
Thanks",5
Amazing phone,5
Over all good,5
"I bought this phone from OnePlus.net, I have used OP3T & OP5T and now I am using OP6. I have no words to say, this phone have everything latest fast it is too good!! Don't wait Buy It..!!!",5
Poor battery life.,5
overall a Great phone  with oxygen os experience ;the low light photography is the best part  i am happy with the looks and amazon thank u for such faster delivery,4
"Using More than a month, the best device I've ever used.
Value for money, and like what they say This is the Speed I need
Photo quality: you can see on my insta account user name- seedhesaadeyakshay
A bit disappointed with speakers but not a problem because everything else is just perfect.",5
I wish the battery life was a little longer,5
Best,5
"Fast processing & charging speed with nice picture quality, sound & battery quality is Ok.",4
"I’m using it almost 4 month
I having no problem yet
I totally recommend this phone",5
<b>Amazing product <\b>,5
"Good one , satisfied with the price and quality",5
"this device is just awesome.
one plus is one of the best brand.
real very happy to have one plus 6.",5
I like the most is its look and also the camera of the phone is pretty good..and it's a good product to buy....,5
Everyone should have this phone,5
Got what I expected.,5
Purchased it for my mother. She is thrilled. Her first smart phone. One plus because all of us are fans of One plus... The features beat even the best phones. Pic qualities are awesome even at night...,5
like the product,5
Picture quality is medium,5
This phone is okay okay....speed is okay but sometimes it hangs and get heated too. Price is higher as you get same features in 15 k phone from similar brand,3
Features are good,4
"Amazing flagship phone by OnePlus. Truly a flagship killer and amazing mobile experience. Super amoled display, flagship processor sd 845, dash charger and oxygen os are the main highlight of this phone. Got this at 30k after exchange , discount on my HTC. If u want a all-rounder then go for it. And lastly the camera quality of both front and back camera is also awesome.👌👌",5
It's really a snappy phone for our generation,5
Picture quality is fantastic but the sound is not so good as expected overall it is the best Android phone in the market,5
No words are there to express how good the phone..the feel to hold such a beauty is exceptional..though i found the battery life not so good but dash charge is there..camera at night requires lot of precision to click pics..screen diplay and sound is one of the best..save ur money and but this rather than the 90k phone,5
Best flagship but a tad costlier now.,4
It's decent. The speed is to die for.,4
Wonderful mobile.,5
"I like it camera, and Speed",5
Nice,4
Good phone,5
I have purchased it after hearing so much about it. Using for last three months now nd I feel this phone deserve 5 star. Superb performance and battery backup is surprisingly amazing.,5
IT IS A EXCELLENT MOBILE AND IT IS ROCKING IN THE MARKET,5
"After Pie Update Battery Life decreased.
Camera Performace is good. But Only issue is Front camera have Fixed Focus(People will get blurred in Group Slefie.)
Oneplus is gradually Increasing proce and one day they will join Samsung/Apple Club",4
Battery life so poor but picture quality it's ok,2
Excellent phone,5
Very good and very interested OnePlus 6,5
"Best phone in low price
Compared to iphone",5
"Bada Maza Aaya 😂
Awesome Baba !",5
Within 15days device Android currupt.,1
Awesome features...best phone.....,5
The phone is actually pergorming like a beast. No lagging. Fast charging option is best. Camera is also good.,5
What an awesome phone... Is think the next gen will have to be damn good to beat this beast.,5
Well,5
Phone is outstanding! And im using this phone for past 5 months. There is no problems for this beast and its looks like a Beauty. Only one problem i noticed with this phone is sound quality of speaker its not clear . And the camera is a wonderful job.,5
value for money,5
I like everything about this phone but not the Bluetooth,5
"This is my second purchase after 1+(3)
Very satisfied",5
Sound quality is little poor required stereo or Dolby sound effects,5
Battery could have been better,5
"literally it's the best phone available in the market right now........and with the price like that....so avoid going for names only......best in every aspect look, design, smoothness,slick,camera,and battery backup is great as well,with a dash charger you can charge upto 60 percent in half an hour.im using it for last 15 days and as you can see how much I'm loving it.......go for it you won't get any bad experience.....",5
Superb moible..,5
"Best phone i have ever used.  Superfast.
Little heavy in weight but no lagging.",5
It's the best phone you can ever get with all features. The camera is the best part it's just like an I phones camera. Unless you use it you will never let to know trut it.,5
"Superb performance lasts whole day with games music whatsapp fb and all.will last half a day with heavy games and continous usage but still best in class,camera is fantastic as compared to iphone 8 nd 8 plus gives fight to iphone x as well u wont be able to tell whats d difference,got android pie works like charm with oxygen os in short worth spending 35k on a phone.",5
"It should be two quality speakers,bokeh mode in camera . Battery should be more . I have found one scratch on the display glass means quality of gorilla glass is not good. Other wise the phone is superb, mind blowing system update is also superb. Thanks for such a good product to one plus 6 team.",5
automatically back screen cracked,5
I love this mobile.,5
Very poor,1
Battery Life,5
Awesome phone,5
Heating and battery backup problems,3
"It's value for money but call quality is not good ,camera performance n battery is good ..",4
Love the phone! Been using it for 3 months. However if you're buying this for photography I would suggest to take the 128gb one.,5
Battery not longer,4
Better than iPhone,4
Unable to set the reminders with the alarm,5
Overall a very nice device to have. I would have preferred a little smaller n handy version of it.,4
"The mobile is not fully charged and it is heated a lot while charging.
Also, the phone is taking time to switch-on.",1
Back of mobile is made up of glass type material which is fragile.Within purchase of two days it broke inspite of cover.Now am not able to get that changed either.,1
good,4
Selfie camera quality is low,3
"Amazing pictures quality
Sounds ok
Battery life better than iPhone",4
"Awesome Mobile,",5
My cover ND cases ND sim ejected tool was not present . All things were disappeared,3
"Hats off to the makers, I got the device two days ago and the performance , camera , speed and battery is awesome , I am getting 5-6hrs screen on time.",5
"Dear Team,
The phone is getting heat up from last 5-6 days. However I used to charge the phone every morning once for 1 hour only.
But still it's screen is getting heat up.
Please look into the matter in a serious way.
Your revert will be awaited as early as possible.
Thanks.",1
Using one plus since past 3 years and love this non flagship phone i found the picture quality the best 👍💯 and m waiting for one plus 6t to come then i will shift to it from oneplus 5 to 6t just love oneplus company just one thing they should work upon their battery life a bit rest all is awesome,5
"Excellent phone to handle; quick and chirpy. Have been using Samsung edge 8 and earlier versions. One plus 6 can beat Samsung line up any day. Great performance for a user who need quick net surfing and, more importantly, no hang ups. I was sceptical but now a proud owner.",5
Up to the mark,5
Totally defective product received,1
The best mid range bugdet smartphone you can ever get..... Best flagship according to me in India.... Both camera centric and gaming phone... Great speed with Qualcomm Snapdragon 845... Don't need to say more.. just go for it .. thank you OnePlus....,5
It's very good phone,5
Guys at this price its the best you can get.,5
Awesome,5
Awesome phone I ever used.,5
"It's amazing phone, much appreciated!!",5
Battery needs improvement as it stands 8-10 hrs of daily usage. Good to have dash charge but can't carry it everywhere so needs battery improvement.,4
Good Camera,4
The one plus was not good as company says no sound quality no battery life,1
I got phone on sep 29. Battery is draining from day 1. I have raised a replacement request and technician has visited and saying that 2% for 5min is a normal drain. They are not ready to replace as there is no issue with the phone. Such a poor experience with amazon,1
